name,current_price,market_cap,market_cap_rank,total_volume,circulating_supply,total_supply,max_supply,ath,atl,last_updated
Bnacoin,0.00417273,834546,3884,13.66,200000000.0,200000000.0,200000000.0,0.08535,0.00416575,2024-11-08T17:31:44.810Z
GUARD OF DECENT,9.816e-05,832967,3885,34.04,8485733032.29533,8485733032.29533,18446744073.0,0.00046085,1.497e-05,2025-02-15T10:27:47.380Z
Rebel by Virtuals,0.00083294,832860,3886,890.11,1000000000.0,1000000000.0,1000000000.0,0.00395959,0.0007966,2025-02-15T10:31:07.863Z
Memelinked,0.0034116,832430,3888,1091.03,244000000.0,244000000.0,1000000000.0,0.00477274,0.00235886,2025-02-15T10:29:48.423Z
TokenSight,0.01791179,832100,3887,1732.46,46455397.42178194,100000000.0,100000000.0,0.961383,0.01583609,2025-02-15T10:27:31.657Z
Cerebrum,0.00083128,831599,3889,15412.13,999993526.830548,999993526.830548,1000000000.0,0.020536,0.0006736,2025-02-15T10:31:39.955Z
KungFu Cat,8.3e-06,829651,3890,3.09,99999999999.0,99999999999.0,99999999999.0,0.00010245,7.79e-06,2025-02-11T06:48:39.095Z
DinoLFG,0.00265096,829606,3891,54316.0,312948493.4803548,333333333.0,333333333.0,0.162465,0.00149622,2025-02-15T10:30:00.026Z
What’s Updog?,0.00083594,829119,3893,61189.0,991834838.0523624,999961930.2960435,1000000000.0,0.0132653,0.00047051,2025-02-15T10:28:39.347Z
Drop Staked TIA,3.17,828736,3892,173845.0,261337.0,261337.0,,5.66,2.64,2025-02-15T10:31:36.235Z
NFTFI,0.00442137,826412,3895,226.33,186951388.15101618,2000000000.0,2000000000.0,0.03298592,0.00194808,2025-02-15T10:31:42.115Z
Aston Martin Cognizant Fan Token,0.297501,824615,3896,473236.0,2773353.0,10000000.0,,12.06,0.217046,2025-02-15T10:31:33.084Z
CHEXBACCA,0.00082418,824069,3897,13519.71,999865581.503402,999865581.503402,999998746.0,0.00146075,5.669e-05,2025-02-15T10:30:12.966Z
Pyth USDC,1.033,823170,3898,0.0,796994.0,796994.0,,9.22,1.012,2025-02-15T10:30:19.064Z
Aura Network [OLD],0.02020124,822707,3899,27.28,40600000.0,413200000.0,,0.068809,0.01679758,2025-02-15T10:30:26.190Z
DexKit,0.274095,822284,3900,32042.0,3000000.0,10000000.0,,9.79,0.153656,2025-02-15T10:29:34.180Z
Tokoin,0.00043896,821461,3901,134114.0,1870917323.29,2000000000.0,,0.177662,0.0003874,2025-02-15T10:31:27.430Z
Ariva,1.132e-05,821016,3902,2555.77,72553169190.0,93639999939.04,100000000000.0,0.00141842,1.103e-05,2025-02-15T10:31:26.642Z
Berally Token,0.00035556,819479,3903,19776.81,2304744000.0,6942000000.0,6942000000.0,0.00056231,0.00014674,2025-02-15T10:27:48.535Z
SALT,0.00936097,818889,3904,180.38,87479056.98918937,120000000.0,,17.22,0.00374473,2025-02-15T10:18:25.611Z
Ajna Protocol,0.00387398,817679,3905,139601.0,210319972.2540041,993175504.4785204,1000000000.0,0.438738,0.00316681,2025-02-15T10:31:18.549Z
Hummingbot,0.00147683,816489,3906,529.57,553268062.0208296,1000000000.0,1000000000.0,0.32656,0.00035568,2025-02-15T10:30:44.012Z
SnailBrook,9.87e-06,813028,3908,590.16,82373015782.0,82373015782.0,82373015782.0,0.00042588,9.6e-06,2025-02-15T10:02:02.176Z
Alfa Romeo Racing ORLEN Fan Token,0.291845,811679,3909,291061.0,2784296.0,10000000.0,,12.92,0.227049,2025-02-15T10:30:05.175Z
Aion,0.00149107,811425,3910,804.8,544310237.0,544310237.0,,11.31,0.00057935,2025-02-07T04:34:03.505Z
Covenant,0.00753194,811156,3911,14308.0,107710230.9164,350000000.0,500000000.0,24.02,0.00402549,2025-02-15T10:30:20.328Z
Red Siberian Husky,0.00081163,811082,3925,55311.0,999320356.589002,999320356.589002,999336621.0,0.00651786,0.00043389,2025-02-15T10:30:11.821Z
Chain4Energy,0.01158429,810488,3912,28014.0,69989921.454003,305560890.911488,,0.079614,0.0111234,2025-02-15T10:31:17.580Z
Nabla,0.00294114,810461,3913,78.52,275560536.667172,1000000000.0,1000000000.0,0.00485406,0.00228933,2025-02-15T10:30:36.027Z
HanChain,0.00464983,809454,3914,1029392.0,174159885.2934563,1500000000.0,1500000000.0,26.97,0.00324207,2025-02-15T10:31:38.195Z
CEREAL,0.00442552,809042,3916,1530.32,180106239.0,250000000.0,250000000.0,0.30406,0.00162263,2025-02-15T10:31:45.365Z
aiRight,0.00067993,808991,3917,33779.0,1196923817.0,1859999980.0,,0.02943509,0.00056247,2025-02-15T10:28:38.647Z
Super Useless Token,0.02369561,808494,3915,6311.13,34120000.0,66000000.0,66000000.0,0.467667,0.01100273,2025-02-15T10:30:39.182Z
Eden,0.00120832,808336,3918,142004.0,668976674.2469181,4920450393.6,4920450393.6,0.00235817,0.00101208,2025-02-15T10:29:49.666Z
Sandclock,0.110168,807828,3919,94.74,7332666.400921664,100000000.0,100000000.0,25.83,0.100429,2025-02-14T23:01:06.377Z
blinkdotfun,0.00080728,806964,3926,108879.0,999610990.759583,999610990.759583,999682115.95,0.03913814,0.00080316,2025-02-15T10:30:38.484Z
Hord,0.00319493,806796,3907,59732.0,252523582.7110209,320000000.0,320000000.0,1.79,0.0031241,2025-02-15T10:30:19.816Z
K21,0.04459179,803843,3922,55908.0,18026697.923656195,21000000.0,21000000.0,11.59,0.04055431,2025-02-15T10:30:43.408Z
Fuzzybear,2.53e-06,803608,3923,11881.69,317770543060.60394,320999502252.673,321000000000.0,3.96e-06,2.39e-06,2025-02-15T10:27:43.611Z
Kava Swap,0.00347183,803378,3924,136717.0,232812486.0,250000000.0,250000000.0,3.46,0.00034952,2025-02-15T10:31:16.044Z
SETAI Agents,0.00803042,803042,3921,3723.56,100000000.0,100000000.0,,0.057562,0.00796109,2025-02-15T10:29:33.382Z
COTI AI Agents,0.00129073,802835,3928,2296.64,622000000.0,1000000000.0,1000000000.0,0.01080825,0.00123324,2025-02-15T10:29:29.663Z
UCX,0.01797154,802820,3927,67649.0,44666925.619973,1000000000.0,,0.87223,0.01470348,2025-02-15T10:30:09.138Z
Ben Pasternak,0.00080312,802422,3920,233027.0,999983116.599783,999983116.599783,1000000000.0,0.074817,0.00060826,2025-02-15T10:31:14.739Z
The Professor,0.000802,802004,3929,1667.22,1000000000.0,1000000000.0,1000000000.0,0.02725935,0.00026499,2025-02-15T10:30:55.614Z
Revuto,0.00592048,801375,3930,83632.0,135113458.0,280125000.0,280125000.0,0.240161,0.00508426,2025-02-15T10:31:29.231Z
Monai,0.02941484,800805,3931,1230445.0,27224507.255138014,92800000.0,100000000.0,1.25,0.02493924,2025-02-15T10:29:13.943Z
XyraDAO by VIRTUALS,0.0016337,800120,3932,20304.0,489758529.72219,999999459.722187,1000000000.0,0.00311099,0.00149357,2025-02-15T10:28:08.744Z
The Society Library,0.00134888,799865,3933,14579.22,592984555.053473,992984555.053473,999985952.0,0.00918104,0.00070379,2025-02-15T10:28:49.935Z
StraitsX XUSD,0.999679,799510,3934,201725.0,800390.0,800390.0,,1.067,0.946472,2025-02-15T10:31:47.449Z
Burt,0.00079903,799371,3935,68988.0,1000000000.0,1000000000.0,1000000000.0,0.0089153,0.00042924,2025-02-15T10:29:45.577Z
WEWECOIN,7.98e-06,798237,3936,15.89,100000000000.0,100000000000.0,100000000000.0,0.00039717,6.07e-06,2025-02-15T10:29:37.932Z
Quadency Token,0.00318949,797605,3937,7.47,250073195.33333334,397739862.0,400000000.0,0.085643,0.00293515,2025-02-10T23:05:32.159Z
Shyft Network,0.00034512,796229,3938,1220.35,2307103659.960134,2520000000.0,2520000000.0,6.34,0.00030593,2025-02-15T10:30:44.398Z
Re7 USDT Morpho Vault,1.09,795723,3939,0.0,731224.2008088361,731224.2008088361,,1.52,0.873962,2025-02-15T10:30:16.118Z
Karat,0.00072953,795577,3940,14977.61,1090715670.0,1960031820.250824,2000000000.0,0.01685455,0.00043707,2025-02-15T10:30:00.572Z
Pisces,0.00079485,794844,3941,29977.0,999998458.339312,999998458.339312,999999999.0,0.00926443,0.00068021,2025-02-15T10:27:57.390Z
DogLibre,1.12746e-07,794625,3944,39767.0,7047947656627.686,499716666666667.0,500000000000000.0,2.51e-06,4.1834e-08,2025-02-15T10:28:04.994Z
Metaverser,0.00136167,794299,3942,558.78,583117599.6710167,1970253987.0,2000000000.0,0.02352995,0.0010011,2025-02-15T10:29:31.130Z
VCGamers,0.00793413,793404,3943,211.01,99998911.0,100000000.0,100000000.0,0.19225,0.00571876,2025-02-15T10:26:46.719Z
CADAI,0.072762,792731,3945,1619.14,10894926.78482605,10894926.78482605,100000000.0,0.378584,0.05859,2025-02-15T09:06:20.642Z
Purple,0.00079243,792157,3946,26762.0,999659039.9102403,999659039.9102403,999659039.91,0.00307484,0.00047201,2025-02-15T10:28:15.039Z
Arbitrove Governance Token,0.00263911,791732,3947,59695.0,300000000.0,1000000000.0,1000000000.0,0.052484,0.00240997,2025-02-15T10:28:16.451Z
3SPACE ART,0.01199309,791709,3948,142.93,66024441.662959024,100000000.0,100000000.0,0.298335,0.00550205,2025-02-15T10:30:03.996Z
TitanSwap,0.00105111,791619,3949,4495.49,753125758.0,1000000000.0,,9.56,0.00050013,2025-02-15T10:26:46.749Z
FireStarter,0.01147917,790996,3950,268941.0,68356238.86880295,99778075.0,100000000.0,3.31,0.00932631,2025-02-15T10:30:32.218Z
GulfCoin,0.00523432,790421,3951,16906.29,151042386.17,5000000000.0,5000000000.0,0.102131,9.98e-06,2025-02-15T10:30:08.683Z
Vesta Finance,0.03508127,787307,3954,14.1,22442382.25915905,100000000.0,100000000.0,6.47,0.03407506,2025-02-13T19:33:29.311Z
DeFrogs,78.72,787194,3955,68872.0,10000.0,10000.0,10000.0,3930.55,65.28,2025-02-15T10:29:17.559Z
Shift AI,0.00078704,787022,3958,85823.0,999980534.693955,999980534.693955,999995291.0,0.0084991,0.00033614,2025-02-15T10:28:04.225Z
ASSCOIN,0.00078714,786157,3953,103066.0,998718991.780057,998718991.780057,1000000000.0,0.00263647,0.0005316,2025-02-15T10:31:32.879Z
Mintra,0.00032955,783726,3956,84.13,2378194230.391,2378194230.391,2378585495.22,0.00898646,0.00030395,2025-02-15T10:23:24.197Z
CHARLES,0.02609183,783428,3957,874.1,30035997.0,30035997.0,30035997.0,0.127588,0.01507523,2025-02-15T10:29:07.983Z
Beth,0.00083456,782676,3952,98634.0,937830000.0,989956672.112608,1000000000.0,0.01495483,0.00047589,2025-02-15T10:30:18.601Z
Coinye West,0.00088913,782036,3960,6580.92,879547068.5278195,1000000000.0,1000000000.0,0.04538102,0.00067012,2025-02-15T10:28:49.931Z
BURN,4.16e-06,781954,3959,362.74,188121742909.6533,188121742909.6533,988171702065.0,2.967e-05,3.81e-06,2025-02-15T02:10:28.321Z
NUSA,8.72,779853,3961,67.84,89451.347793709,112148.77532274,200000.0,28.28,5.35,2025-02-15T10:30:11.795Z
Stack,0.100921,779556,3962,111.28,7724449.862618345,7724449.862618345,,1.073,0.100378,2025-02-14T18:08:54.390Z
Shork,7.815e-05,779303,3963,127619.0,10000000000.0,10000000000.0,10000000000.0,0.00199505,6.025e-05,2025-02-15T10:31:19.565Z
Gunstar Metaverse,0.00231669,778530,3964,25158.0,336085444.4444444,400000000.0,400000000.0,1.49,0.00094936,2025-02-15T10:31:41.889Z
Ponchiqs,0.0447167,777942,3965,132011.0,17427706.935278337,400000000.0,400000000.0,0.636356,0.04344139,2025-02-15T10:31:15.237Z
Xfinite Entertainment,0.00033319,776486,3966,81.86,2330000000.0,4000000000.0,4000000000.0,31.99,0.00020501,2025-02-15T10:29:56.043Z
EverETH Reflect,2.052e-09,775847,3967,96.75,378155807202982.44,493236790028639.0,1000000000000000.0,2.29119e-07,1.36994e-10,2025-02-15T10:30:02.822Z
TenX,0.00656529,775446,3969,940.23,118141601.18005468,205218256.0,,5.22,0.00381486,2025-02-15T10:30:38.520Z
Evolve Network,0.00035851,774846,3968,9842.17,2161293859.619,42000000000.0,42000000000.0,0.00102304,0.00035867,2025-02-15T10:29:03.971Z
nounspace,0.01175938,772739,3970,302.83,65712589.86999572,65712589.86999572,,0.0445513,0.01018028,2025-02-15T10:29:31.806Z
Poncho,0.07718,771801,3971,12675.92,10000000.0,10000000.0,10000000.0,1.96,0.03280038,2025-02-15T10:29:36.900Z
Orchai,0.158354,771199,3972,118315.0,4870089.0,20000000.0,20000000.0,2.93,0.146891,2025-02-15T10:25:31.446Z
Habibi (Sol),0.00077479,770864,3973,68536.0,999910453.0,999910453.0,1000000000.0,0.055498,0.00066583,2025-02-15T10:30:38.779Z
Egypt Cat,0.00077026,770263,3976,10711.93,1000000000.0,1000000000.0,1000000000.0,0.02262442,0.00060768,2025-02-15T10:28:06.826Z
Fairfun,7.702e-05,770211,3974,0.0,9999999261.499937,9999999261.499937,10000000000.0,0.00091437,5.933e-05,2025-01-25T15:24:27.159Z
MoAI,0.00090554,769712,3975,32140.0,849998669.768734,999998669.768734,1000000000.0,0.00276772,0.00068287,2025-02-15T10:27:49.477Z
Piggy,1.218e-05,768800,3977,3999.51,63123637092.72057,63123637092.72057,69000000000.0,5.825e-05,6.29e-06,2025-02-15T10:21:24.602Z
INSC (Ordinals),0.03652068,766808,3978,569.15,21000000.0,21000000.0,21000000.0,0.88811,0.00129738,2025-02-15T10:30:01.693Z
Tamadoge,0.00073051,766506,3979,60315.0,1049733333.0,1049733333.0,2000000000.0,0.194446,0.00051668,2025-02-15T10:31:32.682Z
Garlicoin,0.0111573,766429,3980,7.77,68693021.875,69000000.0,,0.583403,7.18e-06,2025-02-15T10:28:45.075Z
Oncology Network,0.00110035,765940,3981,34551.0,696086085.9959528,1000000000.0,1000000000.0,0.02182385,0.00038502,2025-02-15T10:29:32.866Z
Mendi Finance,0.02951318,764058,3982,10313.3,25888986.99616928,100000000.0,100000000.0,0.703258,0.00588481,2025-02-15T10:30:31.375Z
Bet more,0.00076469,763322,3983,7288.25,997794925.015219,997794925.015219,997849955.0,0.00808217,0.00044785,2025-02-15T10:30:48.653Z
USAcoin,0.0363312,762955,3984,77138.0,21000000.0,21000000.0,21000000.0,1.27,0.01660959,2025-02-15T10:27:46.980Z
Xenopus laevis,0.00085144,762532,3985,30789.0,899597394.499437,999877565.499437,1000000000.0,0.02291166,0.00011041,2025-02-15T10:28:50.778Z
Bware,0.160888,761532,3987,64562.0,4733299.0,100000000.0,100000000.0,2.45,0.120373,2025-02-15T10:29:57.638Z
Mute,0.0189868,759472,3988,30.01,40000000.0,40000000.0,40000000.0,3.14,0.01755384,2025-02-15T10:26:27.001Z
MUNCAT,0.00075823,758229,3986,291264.0,1000000000.0,1000000000.0,1000000000.0,0.04048895,0.00070525,2025-02-15T10:30:23.346Z
CryptoZoon,0.00092842,757674,3989,64098.0,816637619.9463553,995870194.456251,1000000000.0,0.089014,0.00033665,2025-02-15T10:31:47.255Z
Amulet Protocol,0.00136608,756357,3990,51755.0,553806753.0,1000000000.0,1000000000.0,0.078485,0.00123168,2025-02-15T10:30:42.400Z
BABA,0.00075622,756140,3991,6980.5,999893791.215414,999893791.215414,1000000000.0,0.01262577,0.00019095,2025-02-15T10:28:36.024Z
catwifbag,0.00075699,756098,3993,27049.0,998409871.0877012,998409871.0877012,1000000000.0,0.129741,0.00059979,2025-02-15T10:30:45.607Z
Myriad,0.00040183,756074,3992,2.61,1881594250.0,1881604250.0,2000000000.0,0.060926,8.04957e-07,2025-02-11T09:10:20.194Z
McPepe's,7.55e-06,755245,3994,7.02,100000000000.0,100000000000.0,100000000000.0,0.00031606,0.0,2025-02-14T05:39:22.058Z
LoungeM,0.00797926,754435,3996,1783.17,94564187.31096159,1000000000.0,1000000000.0,0.117478,0.00530436,2025-02-15T10:30:05.152Z
Opium,0.04306478,754376,3995,155.53,17517249.964096904,100000000.0,100000000.0,23.01,0.03747523,2025-02-15T10:30:49.843Z
Rex,0.00078934,753231,3997,4016.6,954253791.6958265,954253791.6958265,970851678.0,0.02477601,0.00062882,2025-02-15T10:28:05.474Z
Cyber Dog,0.00075211,752114,3998,147.57,1000000000.0,1000000000.0,1000000000.0,0.00580322,0.00062734,2025-02-15T10:27:35.154Z
Source,0.00144573,750297,3999,1277.79,519029307.9748362,535311026.086109,1043556906.0,0.079337,9.98e-06,2025-02-15T10:31:19.330Z
Fcode AI,0.00250979,749577,4001,896.88,300002521.622817,999999860.336435,1000000000.0,0.0101878,0.00224425,2025-02-15T10:28:49.314Z
BEAMCAT,1.799e-09,746745,4004,864.0,417591101719642.0,417591101719642.0,420000000000000.0,2.9082e-08,1.022e-09,2025-02-15T10:33:34.563Z
Ionic Protocol,0.00247574,746644,4003,2737.75,301581513.0,1000000000.0,1000000000.0,0.069396,0.00242766,2025-02-15T10:33:01.893Z
Lion DAO,8.34994e-07,745846,4005,5.38,893235193782.0,893235193782.0,100000000000000.0,9.57e-06,7.41346e-07,2025-02-15T10:31:02.412Z
YAY Network,0.00118413,745597,4006,52397.0,627746250.0,1000000000.0,1000000000.0,0.094525,0.00016968,2025-02-15T10:33:25.264Z
Aria,0.00106401,744726,4007,104233.0,699420711.51256,999921932.106069,999999989.56,0.00318552,0.00013968,2025-02-15T10:31:42.340Z
Terraport,0.00540282,743479,4008,55375.0,137661246.0,644579922.0,1000000000.0,0.09751,3.4747e-14,2025-02-15T10:32:02.178Z
Auto,9.71,742945,4009,13388.66,76502.6790375587,80638.1893250324,80638.1893250324,13988.94,8.62,2025-02-15T10:31:50.912Z
ORGANIC•BITCORN (Runes),3.538e-05,742653,4010,279.37,21000000000.0,21000000000.0,21000000000.0,0.00038631,2.798e-05,2025-02-15T10:30:16.207Z
Aave [OLD],0.02065566,742509,4011,0.0,35947024.7612668,1299999941.703168,1299999941.703168,23.59,1e-18,2025-02-15T10:33:22.717Z
ALRIS AGENT,0.00074254,741970,4019,169643.0,998792894.804719,998792894.804719,1000000000.0,0.00880109,0.00045967,2025-02-15T10:32:10.217Z
BendDAO,0.00025852,741883,4012,56850.0,2869746059.093005,10000000000.0,10000000000.0,0.127754,0.00023844,2025-02-15T10:32:10.449Z
Pepe Trump,0.00074677,741530,4013,28543.0,992983001.67,992983001.67,1000000000.0,0.01756735,9.81e-05,2025-02-15T10:30:51.555Z
Nabox,3.54e-06,740681,4014,19036.0,208953408773.7,1000000000000.0,1000000000000.0,0.00037885,3.08e-06,2025-02-15T10:33:36.036Z
ApeBond,0.00194307,740165,4015,8711.06,380882367.0743473,455803142.6928761,650000000.0,0.054057,0.00176506,2025-02-15T10:33:12.098Z
Gameboi,0.00073983,739833,4016,5223.11,1000000000.0,1000000000.0,1000000000.0,0.00246954,0.00073723,2025-01-31T00:07:41.727Z
X314,0.01036387,739654,4017,3252.9,71123854.37838851,71123854.37838851,100000000.0,0.084349,0.01034392,2025-02-15T10:32:24.613Z
Leo,0.00073944,739363,4018,38394.0,999896549.648582,999896549.648582,999999999.0,0.00718657,0.00071008,2025-02-15T10:32:05.843Z
Web3 Workx,0.00885391,737609,4022,70721.0,83308917.21289712,1000000000.0,1000000000.0,0.03272894,0.00600057,2025-02-15T10:29:33.218Z
Voice Artificial,0.00073731,737155,4020,62808.0,999994156.243215,999994156.243215,1000000000.0,0.00498807,0.00033936,2025-02-15T10:32:12.470Z
Seascape Crowns,0.127138,736814,4021,359746.0,5795851.0,7645850.0,10000000.0,61.33,0.125557,2025-02-15T10:33:35.903Z
Oogwai,0.00073439,734588,4029,266.19,999999701.188659,999999701.188659,1000000000.0,0.00267569,0.00057073,2025-02-15T10:32:08.488Z
Universal USDC,2.03,733978,4023,0.0,361609.0,361609.0,,18.19,2.0,2025-02-15T10:30:18.634Z
Cigarette,0.00032718,733853,4024,5.39,2242960922.429905,2242960922.429905,,0.01958202,6.25e-05,2025-02-14T05:39:06.673Z
Hubble,0.01051779,733618,4027,10988.87,68253126.671285,100000000.0,100000000.0,5.12,0.00814596,2025-02-15T10:32:49.978Z
MEME (Ordinals),7.33,733230,4026,219124.0,99999.0,99999.0,,245.52,0.01086986,2025-02-15T10:31:46.404Z
el gato,7.331e-05,733157,4025,34832.0,9996939021.43198,9996939021.43198,9997153546.0,0.00113128,1.42e-06,2025-02-15T10:32:48.147Z
Aurox,1.51,732195,4028,7862.17,484659.00185326004,1000000.0,,285.51,1.28,2025-02-15T10:32:52.971Z
Node Sphere AI,0.0007317,731696,4000,1183612.0,1000000000.0,1000000000.0,1000000000.0,0.00071808,0.00050757,2025-02-15T10:31:41.105Z
FourCoin,1.64e-06,729924,4030,27165.0,444000000000.0,444000000000.0,444000000000.0,9.646e-05,1.33e-06,2025-02-15T10:32:10.732Z
Zclassic,0.078572,729699,4031,135.91,9287024.33,11462487.0,,230.95,0.02254556,2025-02-15T10:32:52.094Z
OmniCat,1.748e-05,728173,4032,86543.0,41725187737.38622,45505187737.38622,45505187737.38622,0.0045811,1.646e-05,2025-02-15T10:33:24.955Z
CryptoBoomCoin Official,8.19e-05,727898,4033,166.81,8887764201.583761,8887764201.583761,888799793780.0,0.00101113,8.188e-05,2025-02-15T10:32:05.732Z
Arcade,0.01778931,727063,4042,28591.0,40858378.34150603,800000000.0,800000000.0,0.191231,0.01511026,2025-02-15T10:32:32.688Z
Revenue Coin,0.00084298,727024,4034,41.39,862441188.282,1729481687.0,1729481687.0,0.04277222,0.00041931,2025-02-15T10:25:20.607Z
Polkaswap,0.00020687,726249,4035,2287.23,3514310617.995505,10000000000.0,10000000000.0,0.880116,0.0,2025-02-15T10:31:58.332Z
Clashub,0.00312894,724400,4041,75767.0,231128647.0,900000000.0,900000000.0,0.01936885,0.0013687,2025-02-15T10:33:38.277Z
Shezmu,0.542632,724136,4038,3939.91,1334487.756812184,1443725.256659068,,45.17,0.487695,2025-02-15T10:29:46.604Z
Fortune Token,0.00212421,723451,4039,1877.54,340574160.8618039,996281414.567182,999949559.0,0.091031,0.00211762,2025-02-15T10:30:31.524Z
life changing pill,0.00072584,723441,4037,311391.0,999542367.361663,999542367.361663,999607926.0,0.00554118,0.00036545,2025-02-15T10:33:18.400Z
Trump AI,0.00071943,722909,4047,239204.0,999989777.231459,999989777.231459,1000000000.0,0.0008453,0.00055639,2025-02-15T10:33:16.597Z
Lonk,2.17e-06,722488,4040,5451.84,332558517199.0,376489666999.0,420690000000.0,1.467e-05,1.68e-06,2025-02-15T10:31:52.710Z
DollarMoon,0.00839268,721144,4043,1120.76,85925416.947673,85925416.947673,95000000.0,0.058155,0.00802311,2025-02-15T10:31:17.428Z
CoinCreate,0.00720509,720509,4046,1279.3,100000000.0,100000000.0,100000000.0,0.02841957,0.00378802,2025-02-15T10:32:19.565Z
AI Power Grid,0.007302,720434,4044,7328.7,98702179.63042872,98732282.33125173,150000000.0,0.779463,0.0051066,2025-02-15T10:31:57.990Z
Andy on SOL,0.00076102,720111,4050,63177.0,946163440.220689,946163440.220689,1000000000.0,0.051211,0.00046134,2025-02-15T10:32:49.672Z
STEPN Green Satoshi Token on BSC,0.00346547,719822,4049,2060.27,210781418.61,210781418.61,,45.31,0.0030527,2025-02-15T10:32:57.599Z
EvidenZ,0.02089929,719818,4048,26.37,34442211.32423443,36458439.884511024,,0.454986,0.00256645,2025-02-11T11:38:57.201Z
MainnetZ,0.0006538,718925,4051,12068.07,1100000000.0,1100000000.0,1100000000.0,0.160515,0.00064463,2025-02-15T10:31:49.478Z
Bully,0.00017109,718580,4054,170471.0,4200000000.0,4200000000.0,4200000000.0,0.00042286,3.152e-05,2024-11-21T18:31:37.808Z
Scorpio,0.00071851,718512,4053,45404.0,999998668.402967,999998668.402967,999999999.0,0.00768248,0.0006493,2025-02-15T10:32:03.827Z
MoonEdge,0.00358837,717489,4052,12790.71,200000000.0,200000000.0,200000000.0,0.189649,0.00010999,2025-02-15T10:33:19.492Z
Enki,7.70149e-07,717389,4045,3917.56,932991943432.5981,932991943432.5981,1000000000000.0,2.39e-06,6.52671e-07,2025-02-15T10:33:29.851Z
JulSwap,0.00121044,716844,4056,116242.0,592166808.131989,800000000.0,800000000.0,0.75279,0.00087371,2025-02-15T10:33:13.469Z
Meme Alliance,0.00839265,716835,4055,6526.53,85442003.651329,100000000.0,100000000.0,0.073829,0.00436394,2025-02-15T10:31:51.435Z
Kambria,0.00045254,715958,4057,11415.8,1582099192.0301263,2527932526.0301266,,0.03524631,7.03e-06,2025-02-15T10:29:51.454Z
Strong,1.79,715688,4058,12339.24,399818.3293437359,528886.0991521602,528886.0991521602,1217.44,0.056894,2025-02-15T10:32:10.406Z
Fluminense FC Fan Token,1.28,715145,4059,1.49,558982.0,10000000.0,10000000.0,306.22,0.594823,2025-02-15T07:22:46.890Z
Agent S,0.0007,714375,4036,292537.0,1000000000.0,1000000000.0,1000000000.0,0.0385749,0.00070625,2025-02-15T10:33:41.458Z
Knut From Zoo,0.00072481,713318,4064,3261.17,984130222.978935,984130222.978935,1000000000.0,0.00366987,0.00049041,2025-02-15T10:32:58.850Z
Minidoge,0.00072943,713159,4063,194098.0,999906582.522988,999905576.965929,999958540.57,0.00508529,0.00017754,2025-02-15T10:32:08.169Z
MOE,0.0007506,712889,4060,10894.97,948901502.230186,948901502.230186,948902794.77,0.02976878,0.00074782,2025-02-15T10:31:54.560Z
Credbull,0.00594877,712289,4061,57833.0,119772085.71287109,1000000000.0,1000000000.0,0.04032543,0.00436372,2025-02-15T10:32:37.951Z
sEUR,0.715718,711954,4062,2462.64,995003.8666365609,995003.8666365609,995003.8666365609,1.86,0.106881,2025-02-15T10:33:32.510Z
SOLY AI,0.00070573,706052,4065,34479.0,999959840.701903,999959840.701903,1000000000.0,0.00117082,0.00069653,2025-02-15T10:33:12.883Z
ExchangeCoin,0.02329947,705558,4066,58517.0,30282154.77238081,32000000.0,,0.259997,0.00018132,2025-02-15T10:29:49.571Z
Aston Villa Fan Token,0.425182,705059,4083,284907.0,1658255.0,10000000.0,10000000.0,4.03,0.298754,2025-02-15T10:28:41.294Z
Curiso,0.0007191,703932,4170,209064.0,978358951.427206,978358951.427206,1000000000.0,0.005363,0.00057832,2025-02-15T10:33:20.288Z
Dog Emoji On Solana,0.00070373,703735,4073,24805.0,999977327.182139,999977327.182139,1000000000.0,0.01392429,0.00051149,2025-02-15T10:33:07.238Z
Hakka Finance,0.00240513,703470,4067,24.63,292487084.6022,480691329.833425,480691329.833425,1.14,0.00010318,2025-02-15T10:04:49.183Z
Changer,0.01679553,702242,4068,309.09,41811235.72219986,200000000.0,200000000.0,1.13,0.00200492,2025-02-15T10:31:53.802Z
Galvan,0.00010951,701631,4069,213.86,6406868267.685435,6406868267.685435,50000000000.0,0.00703689,3.153e-05,2025-02-15T10:29:51.525Z
Dash Diamond,0.00158579,701577,4070,1.2,442415186.5694282,442415186.5694282,,54.7,3.787e-05,2025-02-14T23:00:39.408Z
FUEGO,0.00821764,701106,4072,6787.14,85296130.63237643,85296130.63237643,100000000.0,0.08759,0.00746634,2025-02-15T10:33:18.758Z
Xpense,0.0336338,700561,4075,175406.0,20829074.683957618,30811436.395838805,200000000.0,0.875552,0.02769772,2025-02-15T10:33:14.427Z
KCCPad,0.00221352,699895,4076,43.13,316190390.326111,316190390.326111,,0.442633,0.00178458,2025-02-10T18:29:26.157Z
Make Europe Great Again,0.00069939,699895,4071,1167935.0,999715397.791537,999715397.791537,1000000000.0,0.00232549,0.00061364,2025-02-15T10:33:12.558Z
Roastmaster9000,0.00069963,699622,4077,18029.83,999977133.0,999977133.0,999977133.0,0.00912136,0.00053541,2025-02-15T10:33:11.071Z
Ooki,7.825e-05,699611,4074,110577.0,8944767973.641077,13835105190.68792,,0.060539,6.246e-05,2025-02-15T10:33:21.806Z
